X,Y,Z
36.3362498585500475,34.6954167212719611,99.0698776245117188
36.3279165252500462,34.6870833879719598,36.1103172302246094
36.3362498585500475,34.6870833879719598,22.8558254241943359
36.3445831918500488,34.6870833879719598,60.3330841064453125
36.352916525150043,34.6870833879719598,170.474105834960938
36.3279165252500462,34.6787500546719585,29.9187583923339844
36.3362498585500475,34.6787500546719585,27.5312576293945312
36.3445831918500488,34.6787500546719585,35.2516593933105469
36.352916525150043,34.6787500546719585,61.2740478515625
36.3279165252500462,34.6704167213719643,21.3961277008056641
36.3362498585500475,34.6704167213719643,24.5780582427978516
36.3445831918500488,34.6704167213719643,26.3861885070800781
36.352916525150043,34.6704167213719643,37.5339126586914062
36.3612498584500443,34.6704167213719643,73.3595809936523438
36.3195831919500449,34.662083388071963,80.6056365966796875
36.3279165252500462,34.662083388071963,84.1916656494140625
36.3362498585500475,34.662083388071963,128.450790405273438
36.3445831918500488,34.662083388071963,251.192031860351562
36.352916525150043,34.662083388071963,250.067764282226562
36.3612498584500443,34.662083388071963,170.663986206054688
35.9862498599500498,34.6537500547719617,48.7599945068359375
35.994583193250044,34.6537500547719617,50.2993850708007812
36.0029165265500453,34.6537500547719617,96.217926025390625
36.0112498598500466,34.6537500547719617,42.1764450073242188
36.0195831931500479,34.6537500547719617,33.9119033813476562
36.3112498586500436,34.6537500547719617,113.087539672851562
36.3195831919500449,34.6537500547719617,82.8375320434570312
36.3279165252500462,34.6537500547719617,58.306365966796875
36.3362498585500475,34.6537500547719617,78.0047149658203125
36.3445831918500488,34.6537500547719617,61.5006179809570312
36.352916525150043,34.6537500547719617,130.658905029296875
36.3612498584500443,34.6537500547719617,159.478302001953125
36.3695831917500456,34.6537500547719617,63.198272705078125
36.3779165250500469,34.6537500547719617,72.1075286865234375
35.9695831933500472,34.6454167214719604,218.674179077148438
35.9779165266500485,34.6454167214719604,121.183570861816406
35.9862498599500498,34.6454167214719604,21.414642333984375
35.994583193250044,34.6454167214719604,34.6887893676757812
36.0029165265500453,34.6454167214719604,99.3812255859375
36.0112498598500466,34.6454167214719604,27.4369621276855469
36.0195831931500479,34.6454167214719604,15.358551025390625
36.0279165264500492,34.6454167214719604,54.6548957824707031
36.1112498594500479,34.6454167214719604,230.606475830078125
36.1195831927500492,34.6454167214719604,185.68634033203125
36.1279165260500434,34.6454167214719604,98.3651657104492188
36.1362498593500447,34.6454167214719604,56.7344093322753906
36.144583192650046,34.6454167214719604,67.3921966552734375
36.1529165259500473,34.6454167214719604,108.600959777832031
36.1862498591500454,34.6454167214719604,74.633331298828125
36.1945831924500467,34.6454167214719604,56.4231986999511719
36.202916525750048,34.6454167214719604,55.6747665405273438
36.2112498590500493,34.6454167214719604,82.6812210083007812
36.3029165253500494,34.6454167214719604,56.0419197082519531
36.3112498586500436,34.6454167214719604,30.7115440368652344
36.3195831919500449,34.6454167214719604,31.952484130859375
36.3279165252500462,34.6454167214719604,65.8577957153320312
36.3362498585500475,34.6454167214719604,46.6043891906738281
36.3445831918500488,34.6454167214719604,21.8795394897460938
36.352916525150043,34.6454167214719604,180.917831420898438
36.3612498584500443,34.6454167214719604,150.735321044921875
36.3695831917500456,34.6454167214719604,44.6814079284667969
36.3779165250500469,34.6454167214719604,34.0068321228027344
36.3862498583500482,34.6454167214719604,77.6271743774414062
35.9695831933500472,34.6370833881719591,21.8640956878662109
35.9779165266500485,34.6370833881719591,186.7425537109375
35.9862498599500498,34.6370833881719591,31.8634529113769531
35.994583193250044,34.6370833881719591,32.0231857299804688
